carat,cut,color,clarity,price,stra.index
0.56,Ideal,G,SI1,1633,5
0.62,Premium,F,SI1,1633,4
0.51,Very Good,E,VS1,1634,3
0.55,Ideal,G,VS2,1634,5
0.55,Ideal,H,VS1,1634,5
0.51,Ideal,G,VS1,1634,5
0.58,Premium,F,SI1,1634,4
0.58,Premium,F,SI1,1634,4
0.5,Good,D,VS2,1635,2
0.5,Good,D,VS2,1635,2
0.5,Good,D,VS2,1635,2
0.5,Very Good,D,VS2,1635,3
0.5,Good,D,VS2,1635,2
0.5,Ideal,D,VS2,1635,5
0.53,Very Good,G,VS1,1636,3
0.51,Ideal,E,VS1,1636,5
0.51,Very Good,E,VS1,1636,3
0.58,Very Good,I,VVS1,1636,3
0.58,Ideal,E,SI1,1636,5
0.58,Ideal,E,SI1,1636,5
0.58,Ideal,G,VS2,1636,5
0.58,Premium,I,VVS1,1636,4
0.55,Ideal,F,VS2,1636,5
0.53,Very Good,F,VS2,1636,3
0.53,Premium,F,VS2,1636,4
0.53,Good,D,SI1,1636,2
0.69,Premium,I,SI1,1636,4
0.7,Premium,G,SI2,1636,4
0.53,Very Good,D,SI1,1636,3
0.5,Very Good,G,VS1,1637,3
0.54,Ideal,G,VS1,1637,5
0.32,Ideal,H,VS2,523,5
0.32,Ideal,H,VS2,523,5
0.32,Ideal,H,VS2,523,5
0.32,Ideal,H,VS2,523,5
0.32,Ideal,I,VS1,523,5
0.32,Ideal,I,VS1,523,5
0.32,Ideal,I,VS1,523,5
0.32,Ideal,I,VS1,523,5
0.35,Ideal,H,SI1,523,5
0.35,Ideal,H,SI1,523,5
0.31,Premium,I,SI1,523,4
0.31,Premium,G,SI2,523,4
0.31,Premium,G,SI2,523,4
0.31,Premium,G,SI2,523,4
0.31,Ideal,G,SI2,523,5
0.31,Premium,G,SI2,523,4
0.31,Ideal,G,SI2,523,5
0.31,Premium,G,SI2,523,4
0.31,Premium,J,VS1,523,4
0.31,Premium,J,VS1,523,4
0.31,Ideal,I,SI1,523,5
0.31,Good,I,SI1,523,2
0.31,Ideal,I,SI1,523,5
0.31,Premium,I,SI1,523,4
0.31,Premium,I,SI1,523,4
0.31,Premium,I,SI1,523,4
0.31,Very Good,I,SI1,523,3
0.31,Premium,I,SI1,523,4
0.31,Very Good,I,SI1,523,3
0.31,Very Good,G,SI2,523,3
0.57,Ideal,F,VS2,1637,5
0.57,Ideal,F,VS2,1637,5
0.57,Very Good,F,VS2,1637,3
0.57,Ideal,F,VS2,1637,5
0.54,Good,E,VS2,1637,2
0.54,Very Good,E,VS2,1637,3
0.54,Premium,G,VS1,1637,4
0.46,Ideal,D,VS1,1637,5
0.46,Ideal,D,VS1,1637,5
0.4,Ideal,D,VVS1,1637,5
0.5,Ideal,H,VS1,1637,5
0.62,Ideal,F,SI1,1637,5
0.54,Premium,H,VS1,1637,4
0.54,Premium,G,VS2,1637,4
0.54,Ideal,G,VS2,1637,5
0.54,Ideal,G,VS2,1637,5
0.54,Premium,H,VS1,1637,4
0.54,Premium,I,VVS1,1637,4
0.54,Ideal,H,VS1,1637,5
0.54,Ideal,H,VS1,1637,5
0.54,Premium,H,VS1,1637,4
0.54,Premium,H,VS1,1637,4
0.54,Ideal,H,VS1,1637,5
0.54,Ideal,H,VS1,1637,5
0.54,Premium,G,VS2,1637,4
0.54,Ideal,G,VS2,1637,5
0.54,Ideal,G,VS2,1637,5
0.54,Premium,G,VS2,1637,4
0.54,Premium,G,VS2,1637,4
0.54,Ideal,E,SI1,1637,5
0.54,Ideal,E,SI1,1637,5
0.54,Premium,E,SI1,1637,4
0.54,Ideal,E,SI1,1637,5
0.54,Premium,G,VS2,1637,4
0.54,Good,G,VS2,1637,2
0.54,Premium,E,SI1,1637,4
0.96,Fair,H,I1,1637,1
0.51,Very Good,E,VS2,1638,3
0.51,Very Good,E,VS2,1638,3
0.55,Ideal,E,VS2,1639,5
0.54,Very Good,F,VS2,1639,3
0.54,Ideal,H,VVS2,1639,5
0.52,Ideal,H,VVS1,1639,5
0.53,Ideal,F,SI1,1639,5
0.53,Ideal,F,SI1,1639,5
0.63,Very Good,H,VS2,1640,3
0.51,Very Good,E,VS2,1640,3
0.5,Ideal,I,VVS2,1640,5
0.54,Good,G,VS1,1640,2
0.47,Premium,E,VS1,1640,4
0.65,Premium,E,SI2,1640,4
0.52,Very Good,E,VS2,1641,3
0.52,Very Good,G,VS1,1641,3
0.58,Ideal,G,VS2,1641,5
0.63,Ideal,H,VS2,1641,5
0.58,Very Good,E,SI1,1641,3
0.58,Premium,E,SI1,1641,4
0.62,Fair,F,SI1,1641,1
0.58,Premium,E,SI1,1641,4
0.59,Premium,E,VS2,1641,4
0.57,Very Good,G,VS2,1641,3
0.58,Fair,E,SI1,1641,1
0.53,Very Good,G,VS1,1642,3
0.57,Ideal,G,VS2,1642,5
0.57,Good,F,VS2,1642,2
0.51,Premium,D,SI1,1642,4
0.67,Fair,F,SI1,1642,1
0.55,Very Good,H,VS1,1643,3
0.55,Ideal,E,VS2,1643,5
0.71,Very Good,J,SI1,1643,3
0.46,Ideal,F,VS1,1643,5
0.59,Good,F,VS2,1643,2
0.48,Very Good,E,VS1,1644,3
0.51,Ideal,D,VS2,1644,5
0.52,Ideal,E,VS2,1644,5
0.52,Ideal,E,VS2,1644,5
0.52,Ideal,E,VS2,1644,5
0.71,Good,J,VS2,1644,2
0.54,Ideal,G,VS2,1644,5
0.54,Good,D,VS2,1644,2
0.57,Premium,E,VS2,1645,4
0.55,Ideal,D,VS2,1645,5
0.5,Good,G,VS1,1645,2
0.55,Premium,G,VS2,1645,4
0.5,Very Good,D,VS2,1646,3
0.5,Very Good,D,VS2,1646,3
0.52,Ideal,E,VS2,1646,5
0.52,Premium,E,VS2,1646,4
0.5,Ideal,D,VS2,1646,5
0.6,Ideal,F,SI1,1646,5
0.59,Ideal,D,SI1,1646,5
0.64,Good,F,SI1,1646,2
0.56,Premium,F,SI1,1646,4
0.6,Premium,G,SI1,1646,4
0.6,Premium,G,SI1,1646,4
0.53,Very Good,E,VS2,1647,3
0.54,Ideal,I,IF,1647,5
0.53,Very Good,G,VS1,1648,3
0.53,Very Good,G,VS1,1648,3
0.57,Very Good,G,VS1,1648,3
0.5,Ideal,H,VVS1,1648,5
0.5,Ideal,H,VVS1,1648,5
0.6,Ideal,H,VS2,1648,5
0.52,Ideal,H,VS1,1648,5
0.59,Ideal,H,VS2,1648,5
0.54,Premium,F,VS1,1649,4
0.55,Ideal,F,VS2,1649,5
0.5,Ideal,E,VS1,1649,5
0.56,Ideal,E,SI1,1649,5
0.51,Ideal,E,SI1,1649,5
0.54,Very Good,D,SI1,1650,3
0.53,Ideal,F,VS2,1650,5
0.54,Ideal,D,SI1,1650,5
0.54,Premium,D,SI1,1650,4
0.7,Premium,G,I1,1650,4
0.71,Good,I,SI1,1651,2
0.71,Good,I,SI1,1651,2
0.57,Very Good,D,VS2,1651,3
0.52,Ideal,E,VS2,1651,5
0.52,Ideal,D,SI1,1651,5
0.52,Premium,F,VS2,1651,4
0.52,Premium,F,VS2,1651,4
0.52,Premium,D,SI1,1651,4
0.77,Fair,D,SI2,1651,1
0.85,Fair,G,I1,1651,1
0.59,Very Good,E,SI1,1652,3
0.51,Ideal,G,VS1,1652,5
0.59,Ideal,F,SI1,1652,5
0.62,Ideal,H,VS2,1652,5
0.53,Ideal,E,VS2,1653,5
0.52,Very Good,E,VS2,1653,3
0.54,Very Good,F,VS1,1653,3
0.54,Very Good,F,VS1,1653,3
0.53,Very Good,E,VS2,1653,3
0.56,Premium,H,VS1,1653,4
0.5,Ideal,D,VS2,1653,5
0.56,Premium,E,SI1,1653,4
0.53,Ideal,I,IF,1654,5
0.57,Ideal,E,VS2,1654,5
0.57,Very Good,E,VS2,1654,3
0.56,Premium,F,VS2,1654,4
0.46,Ideal,G,IF,1654,5
0.5,Premium,F,VS2,1654,4
0.5,Ideal,F,VS2,1654,5
0.5,Premium,F,VS2,1654,4
0.5,Ideal,F,VS2,1654,5
0.5,Premium,F,VS2,1654,4
0.5,Premium,F,VS2,1654,4
0.5,Premium,F,VS2,1654,4
0.5,Premium,F,VS2,1654,4
0.5,Premium,F,VS2,1654,4
0.5,Premium,F,VS2,1654,4
0.5,Premium,F,VS2,1654,4
0.5,Premium,F,VS2,1654,4
0.5,Ideal,D,SI1,1654,5
0.5,Ideal,D,SI1,1654,5
0.5,Ideal,D,SI1,1654,5
0.5,Premium,D,SI1,1654,4
0.5,Premium,D,SI1,1654,4
0.5,Premium,D,SI1,1654,4
0.5,Premium,D,SI1,1654,4
0.5,Premium,D,SI1,1654,4
0.5,Ideal,D,SI1,1654,5
0.5,Ideal,D,SI1,1654,5
0.5,Ideal,D,SI1,1654,5
0.5,Premium,D,SI1,1654,4
0.5,Premium,D,SI1,1654,4
0.6,Ideal,F,SI1,1654,5
0.53,Premium,E,SI1,1654,4
0.73,Premium,J,VS2,1654,4
0.5,Premium,E,VS2,1654,4
0.5,Premium,E,VS2,1654,4
0.53,Very Good,G,VS1,1655,3
0.57,Ideal,H,VS2,1655,5
0.53,Ideal,F,VS2,1655,5
0.53,Ideal,F,VS2,1655,5
0.5,Ideal,E,VS2,1655,5
0.58,Very Good,E,VS2,1656,3
0.51,Ideal,G,VS1,1656,5
0.51,Ideal,E,VS2,1656,5
0.51,Very Good,G,VS1,1656,3
0.51,Ideal,G,VS1,1656,5
0.51,Ideal,E,VS2,1656,5
0.51,Ideal,E,VS2,1656,5
0.51,Ideal,G,VS1,1656,5
0.51,Ideal,E,VS2,1656,5
0.51,Ideal,G,VS1,1656,5
0.51,Premium,G,VS1,1656,4
0.51,Very Good,E,VS2,1656,3
0.51,Ideal,G,VS1,1656,5
0.51,Ideal,G,VS1,1656,5
0.51,Premium,G,VS1,1656,4
0.51,Ideal,E,VS2,1656,5
0.51,Ideal,G,VS1,1656,5
0.51,Ideal,E,VS2,1656,5
0.51,Ideal,E,VS2,1656,5
0.51,Ideal,G,VS1,1656,5
0.51,Premium,G,VS1,1656,4
0.51,Premium,E,VS2,1656,4
0.51,Ideal,E,VS2,1656,5
0.51,Premium,E,VS2,1656,4
0.51,Premium,E,VS2,1656,4
0.51,Premium,E,VS2,1656,4
0.51,Premium,G,VS1,1656,4
0.51,Very Good,G,VS1,1656,3
0.51,Ideal,E,VS2,1656,5
0.51,Premium,G,VS1,1656,4
0.51,Ideal,G,VS1,1656,5
0.51,Ideal,G,VS1,1656,5
0.51,Ideal,E,VS2,1656,5
0.51,Ideal,G,VS1,1656,5
0.51,Premium,E,VS2,1656,4
0.51,Premium,E,VS2,1656,4
0.51,Good,E,VS2,1656,2
0.51,Very Good,E,VS2,1656,3
0.51,Ideal,E,VS2,1656,5
0.51,Ideal,E,VS2,1656,5
0.51,Ideal,E,VS2,1656,5
0.51,Ideal,E,VS2,1656,5
0.51,Ideal,E,VS2,1656,5
0.42,Ideal,F,VVS1,1656,5
0.52,Ideal,E,SI1,1656,5
0.52,Ideal,E,SI1,1656,5
0.52,Ideal,E,SI1,1656,5
0.5,Very Good,F,VS1,1657,3
0.54,Very Good,F,VS1,1657,3
0.7,Premium,J,VS1,1657,4
0.7,Ideal,J,VS1,1657,5
0.46,Very Good,F,VVS1,1657,3
0.46,Ideal,E,VVS2,1657,5
0.58,Ideal,F,VS2,1657,5
0.59,Ideal,E,VS2,1657,5
0.5,Good,D,VS1,1657,2
0.6,Very Good,D,VS2,1657,3
0.51,Very Good,D,VS2,1658,3
0.56,Ideal,G,VS2,1658,5
0.52,Very Good,H,VS1,1659,3
0.52,Very Good,H,VS1,1659,3
0.61,Very Good,G,SI1,1659,3
0.53,Ideal,D,VS2,1659,5
0.53,Ideal,D,VS2,1659,5
0.56,Very Good,E,SI1,1659,3
0.55,Ideal,G,VS2,1659,5
0.53,Ideal,E,VS2,1659,5
0.53,Ideal,G,VS1,1659,5
0.61,Ideal,G,SI1,1659,5
0.61,Ideal,G,SI1,1659,5
0.65,Fair,I,VS2,1659,1
0.43,Ideal,D,VVS1,1659,5
0.43,Premium,D,VVS1,1659,4
0.5,Fair,G,VVS2,1659,1
0.54,Good,E,VS2,1660,2
0.51,Ideal,G,VS2,1660,5
0.51,Ideal,F,VS2,1660,5
0.51,Ideal,D,VS2,1660,5
0.52,Good,E,VS2,1660,2
0.6,Very Good,F,SI1,1661,3
0.51,Ideal,F,VS2,1661,5
0.46,Ideal,E,VVS1,1661,5
0.54,Ideal,F,VS2,1662,5
0.54,Very Good,D,SI1,1662,3
0.54,Ideal,D,SI1,1662,5
0.54,Ideal,D,SI1,1662,5
0.54,Ideal,D,SI1,1662,5
0.54,Ideal,F,VS2,1662,5
0.54,Ideal,F,VS2,1662,5
0.54,Very Good,D,SI1,1662,3
0.54,Ideal,D,SI1,1662,5
0.54,Premium,D,SI1,1662,4
0.54,Ideal,F,VS2,1662,5
0.54,Very Good,D,SI1,1662,3
0.54,Very Good,F,VS2,1662,3
0.54,Premium,F,VS2,1662,4
0.54,Very Good,F,VS2,1662,3
0.54,Premium,H,VVS2,1662,4
0.54,Very Good,D,SI1,1662,3
0.54,Ideal,F,VS2,1662,5
0.54,Ideal,D,SI1,1662,5
0.56,Ideal,G,VS2,1662,5
0.56,Ideal,G,VS2,1662,5
0.56,Ideal,G,VS2,1662,5
0.55,Ideal,G,VS2,1662,5
0.56,Ideal,G,VS2,1662,5
0.52,Ideal,F,VS2,1662,5
0.52,Ideal,G,VS1,1662,5
0.52,Ideal,G,VS1,1662,5
0.51,Premium,G,VS1,1662,4
0.51,Ideal,G,VS1,1662,5
0.51,Premium,G,VS1,1662,4
0.51,Premium,E,VS2,1662,4
0.51,Ideal,E,VS2,1662,5
0.51,Premium,E,VS2,1662,4
0.51,Ideal,E,VS2,1662,5
0.51,Ideal,E,VS2,1662,5
0.51,Ideal,E,VS2,1662,5
0.51,Premium,E,VS2,1662,4
0.51,Very Good,E,VS2,1662,3
0.51,Ideal,E,VS2,1662,5
0.51,Very Good,E,VS2,1662,3
0.51,Very Good,E,VS2,1662,3
0.31,Very Good,G,SI2,523,3
0.31,Premium,F,SI2,523,4
0.3,Very Good,D,SI1,524,3
0.3,Ideal,D,SI1,524,5
0.3,Ideal,D,SI1,524,5
0.3,Ideal,D,SI1,524,5
0.3,Ideal,D,SI1,524,5
0.3,Ideal,D,SI1,524,5
0.3,Ideal,D,SI1,524,5
0.26,Good,F,VVS1,524,2
0.3,Premium,F,VS2,524,4
0.3,Very Good,F,VS2,524,3
0.3,Ideal,G,VS1,524,5
0.3,Ideal,G,VS1,524,5
0.32,Ideal,H,VS1,524,5
0.32,Very Good,G,VS2,524,3
0.32,Very Good,G,VS2,524,3
0.32,Premium,H,VS1,524,4
0.32,Ideal,G,VS2,524,5
0.32,Good,E,SI1,524,2
0.32,Ideal,G,VS2,524,5
0.32,Very Good,E,SI1,524,3
0.3,Very Good,F,VS2,524,3
0.3,Very Good,F,VS2,524,3
0.32,Good,E,SI1,524,2
0.32,Good,E,SI1,524,2
0.32,Good,E,SI1,524,2
0.32,Ideal,H,VS1,524,5
0.32,Premium,E,SI1,524,4
0.32,Ideal,G,VS2,524,5
0.51,Very Good,E,VS2,1662,3
0.51,Good,E,VS2,1662,2
0.51,Ideal,E,VS2,1662,5
0.51,Premium,E,VS2,1662,4
0.51,Good,E,VS2,1662,2
0.51,Good,E,VS2,1662,2
0.51,Premium,E,VS2,1662,4
0.67,Ideal,G,SI1,1662,5
0.51,Ideal,G,VS1,1662,5
0.57,Ideal,G,SI1,1662,5
0.7,Premium,F,SI2,1662,4
0.72,Good,J,SI1,1663,2
0.52,Very Good,H,VVS1,1664,3
0.52,Very Good,D,VS2,1664,3
0.52,Very Good,D,VS2,1664,3
0.53,Very Good,G,VS1,1664,3
0.59,Ideal,E,SI1,1664,5
0.59,Very Good,G,VS2,1664,3
0.59,Very Good,E,SI1,1664,3
0.59,Ideal,G,VS2,1664,5
0.59,Ideal,E,SI1,1664,5
0.59,Ideal,E,SI1,1664,5
0.59,Premium,E,SI1,1664,4
0.55,Premium,E,VS2,1664,4
0.56,Ideal,F,VS2,1664,5
0.52,Ideal,D,VS2,1664,5
0.56,Ideal,D,SI1,1664,5
0.67,Good,D,SI2,1664,2
0.55,Premium,E,VS2,1664,4
0.55,Ideal,H,VS2,1664,5
0.52,Very Good,E,VS2,1665,3
0.54,Very Good,G,VS1,1665,3
0.5,Very Good,E,VS1,1665,3
0.64,Very Good,G,SI1,1665,3
0.52,Ideal,H,VS1,1665,5
0.4,Ideal,D,VVS1,1665,5
0.55,Ideal,E,VS2,1665,5
0.57,Ideal,I,VS1,1665,5
0.52,Ideal,G,VS1,1665,5
0.5,Ideal,E,VS1,1665,5
0.53,Ideal,G,SI1,1665,5
0.51,Good,D,VS2,1665,2
0.5,Good,G,VVS2,1666,2
0.58,Ideal,F,VS2,1666,5
0.7,Premium,J,SI1,1666,4
0.7,Very Good,I,VS2,1666,3
0.7,Very Good,J,SI1,1666,3
0.58,Ideal,F,VS2,1666,5
0.72,Very Good,J,SI1,1666,3
0.5,Ideal,H,SI1,1666,5
0.5,Ideal,H,SI1,1666,5
0.5,Premium,F,VS1,1666,4
0.5,Premium,F,VS1,1666,4
0.68,Premium,H,SI1,1666,4
0.58,Very Good,F,VS2,1667,3
0.55,Ideal,E,VS2,1667,5
0.55,Ideal,E,VS2,1667,5
0.55,Very Good,G,VS1,1667,3
0.55,Ideal,G,VS1,1667,5
0.72,Premium,J,SI2,1667,4
0.54,Premium,F,VS2,1667,4
0.54,Premium,D,SI1,1667,4
0.54,Very Good,D,SI1,1667,3
0.54,Premium,F,VS2,1667,4
0.63,Premium,I,VS1,1667,4
0.56,Premium,E,VS2,1668,4
0.51,Very Good,H,VVS1,1668,3
0.51,Very Good,G,VS1,1668,3
0.55,Ideal,H,VVS2,1668,5
0.55,Ideal,H,VVS2,1668,5
0.55,Ideal,H,VVS2,1668,5
0.55,Ideal,H,VVS2,1668,5
0.51,Good,D,VS2,1668,2
0.51,Very Good,D,VS2,1668,3
0.51,Good,D,VS2,1668,2
0.52,Premium,E,VS1,1668,4
0.51,Good,D,VS2,1668,2
0.52,Ideal,E,VS1,1668,5
0.52,Ideal,E,VS1,1668,5
0.51,Ideal,H,VS1,1668,5
0.51,Ideal,H,VS1,1668,5
0.51,Ideal,G,VS1,1668,5
0.51,Ideal,G,VS1,1668,5
0.51,Ideal,G,VS1,1668,5
0.61,Good,G,VS2,1668,2
0.55,Premium,G,VS2,1668,4
0.55,Ideal,E,SI1,1668,5
0.55,Ideal,E,SI1,1668,5
0.55,Ideal,E,SI1,1668,5
0.55,Ideal,E,SI1,1668,5
0.55,Premium,E,SI1,1668,4
0.55,Premium,E,SI1,1668,4
0.55,Ideal,E,SI1,1668,5
0.55,Ideal,E,SI1,1668,5
0.55,Ideal,E,SI1,1668,5
0.51,Fair,D,VS2,1668,1
0.55,Very Good,E,VS2,1669,3
0.51,Ideal,H,VVS2,1669,5
0.54,Ideal,F,SI1,1669,5
0.54,Ideal,I,IF,1669,5
0.6,Very Good,F,SI1,1670,3
0.58,Ideal,E,VS2,1670,5
0.57,Ideal,E,SI1,1670,5
0.52,Very Good,E,VS2,1670,3
0.5,Very Good,D,VS1,1671,3
0.58,Ideal,H,VS1,1671,5
0.59,Ideal,D,SI1,1671,5
0.51,Very Good,E,VS2,1671,3
0.57,Premium,E,VS2,1672,4
0.35,Ideal,D,VVS1,1672,5
0.56,Ideal,F,VS2,1672,5
0.54,Ideal,D,VS2,1672,5
0.7,Fair,J,VS2,1672,1
0.7,Very Good,I,SI2,1672,3
0.5,Premium,E,VS1,1672,4
0.55,Ideal,D,VS2,1673,5
0.67,Ideal,F,SI2,1673,5
0.52,Good,E,VS2,1673,2
0.72,Good,H,SI2,1674,2
0.53,Ideal,H,VVS2,1674,5
0.51,Ideal,D,VS2,1674,5
0.61,Very Good,G,VS2,1675,3
0.71,Very Good,J,VS2,1675,3
0.5,Premium,E,VS1,1675,4
0.5,Very Good,E,VS1,1675,3
0.5,Very Good,E,VS1,1675,3
0.5,Ideal,E,VS1,1675,5
0.7,Good,I,SI2,1675,2
0.5,Premium,E,VS1,1675,4
0.51,Ideal,E,VS2,1675,5
0.52,Ideal,G,SI1,1675,5
0.52,Ideal,G,SI1,1675,5
0.55,Ideal,E,SI1,1675,5
0.55,Very Good,F,VS2,1676,3
0.54,Very Good,E,VS1,1676,3
0.53,Ideal,E,VS2,1676,5
0.53,Ideal,E,VS2,1676,5
0.5,Premium,E,VS2,1676,4
0.5,Ideal,E,VS2,1676,5
0.5,Premium,E,VS2,1676,4
0.5,Premium,E,VS2,1676,4
0.5,Ideal,E,VS2,1676,5
0.5,Ideal,E,VS2,1676,5
0.5,Premium,E,VS2,1676,4
0.5,Premium,E,VS2,1676,4
0.72,Premium,F,SI2,1676,4
0.76,Premium,G,SI2,1676,4
0.57,Premium,F,SI1,1676,4
0.52,Ideal,D,VS2,1677,5
0.56,Ideal,D,SI1,1677,5
0.51,Very Good,D,VS2,1678,3
0.51,Ideal,D,VS2,1678,5
0.5,Ideal,D,VS2,1678,5
0.51,Ideal,D,VS2,1678,5
0.53,Ideal,H,VS1,1678,5
0.53,Ideal,H,VS1,1678,5
0.53,Ideal,H,VS1,1678,5
0.5,Ideal,E,VS1,1678,5
0.5,Good,F,VVS2,1678,2
0.53,Very Good,E,VS2,1678,3
0.6,Very Good,H,VS1,1679,3
0.56,Very Good,F,SI1,1679,3
0.55,Ideal,F,VS2,1679,5
0.52,Ideal,D,VS2,1679,5
0.5,Ideal,F,VS1,1679,5
0.5,Ideal,F,VS1,1679,5
0.51,Very Good,F,VS1,1680,3
0.52,Very Good,F,VS2,1680,3
0.58,Ideal,I,VVS1,1680,5
0.54,Ideal,F,VS2,1680,5
0.54,Ideal,F,VS2,1680,5
0.51,Ideal,F,VS1,1680,5
0.57,Good,F,VS2,1680,2
0.54,Ideal,I,VVS1,1681,5
0.61,Ideal,F,SI1,1681,5
1,Premium,J,I1,1681,4
0.53,Very Good,D,VS2,1682,3
0.52,Very Good,E,VS1,1682,3
0.5,Very Good,D,VS2,1682,3
0.56,Ideal,G,VS1,1682,5
0.55,Ideal,F,VS1,1682,5
0.51,Ideal,E,SI1,1682,5
0.55,Good,F,VS1,1682,2
0.64,Premium,E,SI1,1682,4
0.52,Ideal,E,SI1,1682,5
0.58,Ideal,E,VS2,1683,5
0.58,Ideal,E,VS2,1683,5
0.43,Ideal,G,IF,1683,5
0.53,Ideal,F,VS2,1683,5
0.53,Ideal,D,SI1,1683,5
0.53,Ideal,D,SI1,1683,5
0.5,Premium,D,VS2,1683,4
0.54,Ideal,E,VS2,1684,5
0.57,Ideal,F,VS2,1684,5
0.54,Premium,G,VS1,1684,4
0.57,Ideal,D,SI1,1684,5
0.5,Ideal,H,VVS1,1684,5
0.59,Ideal,D,SI1,1684,5
0.54,Ideal,G,VS1,1684,5
0.5,Premium,E,VS2,1684,4
0.56,Ideal,F,SI1,1685,5
0.54,Good,G,VS1,1685,2
0.56,Very Good,G,VS1,1686,3
0.55,Ideal,H,VS1,1686,5
0.81,Fair,H,SI2,1687,1
0.51,Ideal,D,SI1,1687,5
0.56,Ideal,H,VS2,1687,5
0.51,Ideal,F,VS2,1687,5
0.51,Ideal,F,VS2,1687,5
0.51,Premium,F,VS2,1687,4
0.51,Premium,F,VS2,1687,4
0.51,Ideal,F,VS2,1687,5
0.51,Ideal,F,VS2,1687,5
0.51,Ideal,D,SI1,1687,5
0.51,Premium,D,SI1,1687,4
0.51,Premium,D,SI1,1687,4
0.51,Premium,D,SI1,1687,4
0.51,Premium,D,SI1,1687,4
0.51,Ideal,D,SI1,1687,5
0.51,Ideal,D,SI1,1687,5
0.51,Ideal,D,SI1,1687,5
0.51,Premium,D,SI1,1687,4
0.51,Premium,D,SI1,1687,4
0.51,Premium,D,SI1,1687,4
0.51,Ideal,D,SI1,1687,5
0.51,Ideal,F,VS2,1687,5
0.54,Premium,E,VS2,1687,4
0.56,Very Good,H,VS1,1688,3
0.5,Very Good,D,VS2,1688,3
0.64,Very Good,F,SI1,1688,3
0.53,Good,F,VS1,1688,2
0.52,Ideal,E,VS2,1689,5
0.52,Good,G,VS1,1689,2
0.52,Ideal,E,VS2,1689,5
0.52,Ideal,G,VS1,1689,5
0.52,Ideal,E,VS2,1689,5
0.52,Ideal,E,VS2,1689,5
0.52,Premium,G,VS1,1689,4
0.52,Premium,E,VS2,1689,4
0.52,Very Good,E,VS2,1689,3
0.52,Very Good,E,VS2,1689,3
0.52,Ideal,E,VS2,1689,5
0.52,Ideal,E,VS2,1689,5
0.52,Ideal,G,VS1,1689,5
0.52,Very Good,G,VS1,1689,3
0.52,Premium,G,VS1,1689,4
0.52,Ideal,E,VS2,1689,5
0.52,Very Good,G,VS1,1689,3
0.52,Ideal,G,VS1,1689,5
0.52,Ideal,G,VS1,1689,5
0.52,Very Good,G,VS1,1689,3
0.52,Ideal,G,VS1,1689,5
0.52,Ideal,E,VS2,1689,5
0.52,Ideal,G,VS1,1689,5
0.52,Ideal,G,VS1,1689,5
0.52,Ideal,E,VS2,1689,5
0.52,Ideal,E,VS2,1689,5
0.57,Premium,F,VS1,1689,4
0.52,Very Good,E,VS2,1689,3
0.52,Premium,G,VS1,1689,4
0.52,Very Good,E,VS2,1689,3
0.52,Ideal,E,VS2,1689,5
0.52,Ideal,H,VS2,1689,5
0.52,Ideal,D,VS2,1689,5
0.51,Ideal,G,VS1,1689,5
0.56,Ideal,I,IF,1689,5
0.53,Ideal,E,VS2,1690,5
0.5,Ideal,D,VS2,1690,5
0.5,Ideal,D,VS2,1690,5
0.58,Ideal,G,SI1,1690,5
0.5,Good,G,VVS2,1690,2
0.47,Good,E,VVS1,1690,2
0.5,Good,E,VS1,1690,2
0.71,Premium,J,SI1,1690,4
0.61,Ideal,D,SI2,1690,5
0.71,Fair,G,SI2,1691,1
0.54,Premium,F,VS2,1691,4
0.57,Ideal,G,VS2,1691,5
0.5,Ideal,F,VS2,1691,5
0.56,Ideal,H,VS1,1691,5
0.52,Ideal,G,VS1,1691,5
0.51,Ideal,G,VS1,1691,5
0.56,Ideal,E,SI1,1691,5
0.69,Fair,G,SI2,1691,1
0.7,Fair,J,VVS1,1691,1
0.5,Very Good,F,VS1,1692,3
0.55,Very Good,D,SI1,1692,3
0.55,Very Good,D,SI1,1692,3
0.55,Ideal,F,VS2,1692,5
0.55,Ideal,F,VS2,1692,5
0.55,Ideal,F,VS2,1692,5
0.55,Premium,D,SI1,1692,4
0.55,Ideal,F,VS2,1692,5
0.55,Very Good,F,VS2,1692,3
0.55,Ideal,D,SI1,1692,5
0.61,Ideal,J,VVS1,1692,5
0.53,Ideal,G,VS1,1692,5
0.69,Fair,I,VS1,1692,1
0.53,Very Good,F,VS2,1693,3
0.4,Ideal,D,VVS2,1693,5
0.32,Good,E,SI1,524,2
0.3,Very Good,H,VVS2,525,3
0.28,Very Good,H,VVS1,525,3
0.25,Very Good,G,VVS1,525,3
0.25,Very Good,G,VVS1,525,3
0.25,Very Good,G,VVS1,525,3
0.25,Very Good,G,VVS1,525,3
0.25,Very Good,G,VVS1,525,3
0.25,Very Good,G,VVS1,525,3
0.23,Very Good,F,VVS1,525,3
0.36,Ideal,J,VVS2,525,5
0.25,Ideal,G,VVS2,525,5
0.25,Ideal,G,VVS2,525,5
0.25,Ideal,G,VVS2,525,5
0.25,Ideal,G,VVS2,525,5
0.25,Ideal,G,VVS2,525,5
0.25,Ideal,H,VVS1,525,5
0.25,Ideal,H,VVS1,525,5
0.29,Ideal,G,VS2,525,5
0.29,Ideal,G,VS2,525,5
0.38,Ideal,J,SI1,525,5
0.38,Ideal,J,SI1,525,5
0.38,Ideal,J,SI1,525,5
